epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,2043.62,0.38722,0.36246,0.94054,0.97654,0.96236,0.98185,0.95637,0.28285,0.2994,0.73406,0.000466997,0.000466997,0.000466997
70,2066.92,0.3646,0.40389,0.94092,0.97362,0.97982,0.99057,0.95795,0.28353,0.2821,0.73651,0.00045285,0.00045285,0.00045285
71,2089.69,0.36164,0.34924,0.94253,0.99007,0.96154,0.99092,0.96108,0.26821,0.26559,0.72273,0.000438703,0.000438703,0.000438703
72,2113.9,0.36719,0.35331,0.94259,0.98219,0.97757,0.99257,0.95798,0.27912,0.26593,0.73598,0.000424556,0.000424556,0.000424556
73,2137.66,0.37421,0.34181,0.94511,0.97461,0.98118,0.99205,0.96158,0.28296,0.28747,0.73069,0.000410409,0.000410409,0.000410409
74,2157.91,0.3579,0.32963,0.9311,0.96386,0.97899,0.99111,0.95969,0.27446,0.29142,0.72207,0.000396262,0.000396262,0.000396262
75,2182.88,0.36956,0.34854,0.93699,0.98566,0.95387,0.98887,0.9644,0.2527,0.26463,0.71869,0.000382115,0.000382115,0.000382115
76,28.9513,0.35126,0.32616,0.93454,0.98477,0.9598,0.99063,0.96596,0.2493,0.25129,0.71494,0.000367967,0.000367967,0.000367967
77,47.4188,0.34309,0.32828,0.93188,0.9704,0.97366,0.98994,0.96863,0.24538,0.2547,0.71179,0.00035382,0.00035382,0.00035382
78,65.3084,0.35171,0.35554,0.94348,0.9888,0.96171,0.99236,0.97019,0.26876,0.25407,0.72605,0.000339673,0.000339673,0.000339673
79,82.4804,0.35443,0.33922,0.93037,0.98752,0.96958,0.99239,0.96968,0.26864,0.25563,0.72813,0.000325526,0.000325526,0.000325526
80,100.191,0.33338,0.32505,0.92773,0.98438,0.96352,0.99081,0.9678,0.2663,0.24319,0.72983,0.000311379,0.000311379,0.000311379
81,119.242,0.3657,0.34845,0.93956,0.98756,0.95837,0.98976,0.96746,0.26303,0.27417,0.72556,0.000297232,0.000297232,0.000297232
82,137.182,0.31385,0.31582,0.92149,0.99221,0.96055,0.99111,0.96642,0.26099,0.26833,0.72497,0.000283085,0.000283085,0.000283085
83,155.385,0.31675,0.29994,0.9297,0.98591,0.97028,0.99234,0.97019,0.27223,0.25206,0.7308,0.000268938,0.000268938,0.000268938
84,174.247,0.35063,0.31688,0.9327,0.98274,0.96475,0.99113,0.96338,0.2548,0.24843,0.71942,0.000254791,0.000254791,0.000254791
85,191.731,0.32229,0.32837,0.91816,0.96378,0.98777,0.99097,0.96715,0.25405,0.24953,0.71642,0.000240644,0.000240644,0.000240644
86,209.868,0.3241,0.30195,0.92801,0.95965,0.98171,0.99098,0.96779,0.24125,0.24931,0.71325,0.000226497,0.000226497,0.000226497
87,226.816,0.30017,0.28202,0.92479,0.98403,0.96446,0.99095,0.96747,0.24734,0.24826,0.71755,0.000212349,0.000212349,0.000212349
88,244.858,0.33046,0.32188,0.92886,0.99113,0.96425,0.99125,0.96524,0.24395,0.24666,0.71294,0.000198202,0.000198202,0.000198202
89,263.017,0.32323,0.30867,0.91845,0.97263,0.98556,0.99086,0.96506,0.24725,0.23978,0.71692,0.000184055,0.000184055,0.000184055
90,281.447,0.31826,0.2971,0.92356,0.97211,0.98506,0.99136,0.96352,0.25194,0.2376,0.71878,0.000169908,0.000169908,0.000169908
91,309.197,0.21939,0.25948,0.86913,0.99512,0.96033,0.99261,0.97114,0.2277,0.2374,0.70805,0.000155761,0.000155761,0.000155761
92,335.849,0.21989,0.2198,0.87119,0.98616,0.97773,0.99341,0.97399,0.23257,0.25006,0.70225,0.000141614,0.000141614,0.000141614
93,355.827,0.20986,0.21638,0.86508,0.9856,0.98602,0.99374,0.97563,0.22799,0.24084,0.7088,0.000127467,0.000127467,0.000127467
94,375.029,0.20441,0.20217,0.86211,0.97597,0.98532,0.99298,0.97626,0.22833,0.2405,0.7074,0.00011332,0.00011332,0.00011332
95,392.879,0.19075,0.1993,0.85595,0.96733,0.98346,0.99203,0.97693,0.22773,0.24119,0.70933,9.91726e-05,9.91726e-05,9.91726e-05
96,410.642,0.18858,0.19346,0.8668,0.96897,0.98625,0.99181,0.97394,0.22617,0.24501,0.70702,8.50255e-05,8.50255e-05,8.50255e-05
97,428.918,0.19446,0.196,0.85967,0.95515,0.99099,0.99184,0.97181,0.22876,0.25187,0.70868,7.08784e-05,7.08784e-05,7.08784e-05
98,447.486,0.19178,0.23033,0.84723,0.99122,0.95706,0.99199,0.97512,0.23138,0.25037,0.7094,5.67313e-05,5.67313e-05,5.67313e-05
99,466.526,0.19263,0.18656,0.86461,0.96179,0.99054,0.99188,0.97363,0.22594,0.24712,0.70725,4.25842e-05,4.25842e-05,4.25842e-05
100,484.435,0.19279,0.20053,0.85444,0.96836,0.98898,0.99203,0.97406,0.2188,0.23912,0.70466,2.84371e-05,2.84371e-05,2.84371e-05
