epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,1688.29,0.43088,0.48288,0.97528,0.96645,0.95586,0.96509,0.92941,0.31361,0.35437,0.74195,0.000877263,0.000877263,0.000877263
41,1770.28,0.44904,0.48667,0.9684,0.9524,0.9622,0.95664,0.92108,0.29614,0.37304,0.73467,0.000863116,0.000863116,0.000863116
42,1854.8,0.45184,0.46275,0.96681,0.90697,0.94801,0.96098,0.93441,0.26015,0.38454,0.71754,0.000848969,0.000848969,0.000848969
43,1939.93,0.44431,0.43241,0.96137,0.96087,0.94807,0.97052,0.92937,0.31778,0.37646,0.74064,0.000834822,0.000834822,0.000834822
44,2030.41,0.4742,0.48683,0.98007,0.91913,0.90666,0.9373,0.85026,0.41124,0.48627,0.80084,0.000820675,0.000820675,0.000820675
45,2114.43,0.46779,0.49678,0.98161,0.94511,0.97237,0.96798,0.93265,0.29157,0.3365,0.73765,0.000806528,0.000806528,0.000806528
46,2215.94,0.45328,0.45849,0.9807,0.9791,0.93816,0.9733,0.92775,0.32475,0.35362,0.74041,0.00079238,0.00079238,0.00079238
47,2318.96,0.45401,0.47467,0.97218,0.95297,0.93747,0.95905,0.92419,0.28906,0.37983,0.71707,0.000778233,0.000778233,0.000778233
48,2421.84,0.44841,0.43872,0.96563,0.94917,0.96679,0.96726,0.93373,0.28247,0.33955,0.71767,0.000764086,0.000764086,0.000764086
49,2518.37,0.43504,0.48004,0.9702,0.97438,0.9514,0.96167,0.92071,0.3051,0.32774,0.72747,0.000749939,0.000749939,0.000749939
50,92.0148,0.45042,0.4276,0.98365,0.95872,0.94888,0.95266,0.9147,0.32085,0.36661,0.76158,0.000735792,0.000735792,0.000735792
51,173.954,0.42268,0.41372,0.95325,0.9475,0.96154,0.96941,0.94444,0.26405,0.33367,0.72119,0.000721645,0.000721645,0.000721645
52,256.084,0.41494,0.44443,0.96068,0.97371,0.9362,0.97032,0.93853,0.29642,0.31016,0.73988,0.000707498,0.000707498,0.000707498
53,337.799,0.4424,0.41347,0.95186,0.95814,0.97275,0.97627,0.94555,0.26994,0.3042,0.71216,0.000693351,0.000693351,0.000693351
54,420.674,0.41337,0.4108,0.95009,0.96521,0.96364,0.96947,0.94601,0.25939,0.31304,0.70908,0.000679204,0.000679204,0.000679204
55,505.872,0.4333,0.43269,0.95955,0.96198,0.95188,0.97463,0.94993,0.25014,0.32242,0.71292,0.000665057,0.000665057,0.000665057
56,587.876,0.38671,0.37953,0.94667,0.94615,0.95847,0.97348,0.9468,0.25871,0.31255,0.70659,0.000650909,0.000650909,0.000650909
57,669.172,0.37789,0.36095,0.95373,0.95555,0.95758,0.97464,0.95187,0.23591,0.30553,0.703,0.000636762,0.000636762,0.000636762
58,750.481,0.40732,0.37524,0.95247,0.95426,0.96352,0.97523,0.95005,0.2556,0.30566,0.71297,0.000622615,0.000622615,0.000622615
59,973.496,0.38706,0.36488,0.93394,0.94608,0.95421,0.96999,0.94889,0.24265,0.31751,0.71212,0.000608468,0.000608468,0.000608468
60,1128.49,0.37777,0.3611,0.94199,0.95044,0.94852,0.95696,0.9284,0.2603,0.32285,0.71302,0.000594321,0.000594321,0.000594321
61,1294.43,0.35991,0.34227,0.94549,0.95631,0.96071,0.95606,0.93101,0.2583,0.30063,0.71124,0.000580174,0.000580174,0.000580174
62,1880.3,0.40127,0.37848,0.94792,0.95326,0.95152,0.96614,0.94094,0.28287,0.30151,0.71694,0.000566027,0.000566027,0.000566027
63,2064.26,0.39312,0.37739,0.93945,0.95336,0.95878,0.9695,0.94965,0.24584,0.26668,0.70422,0.00055188,0.00055188,0.00055188
64,2145.99,0.38147,0.3568,0.94805,0.96082,0.9697,0.97148,0.94751,0.23577,0.28601,0.7001,0.000537733,0.000537733,0.000537733
65,2227.77,0.35083,0.35315,0.93483,0.95264,0.96364,0.96893,0.95005,0.21607,0.2938,0.69613,0.000523586,0.000523586,0.000523586
66,2317.88,0.36052,0.37435,0.94265,0.95384,0.96496,0.97186,0.94924,0.24563,0.29042,0.70534,0.000509438,0.000509438,0.000509438
67,2400.55,0.36107,0.38615,0.93128,0.95149,0.95379,0.969,0.94467,0.24118,0.31937,0.705,0.000495291,0.000495291,0.000495291
68,2484.2,0.36046,0.33773,0.93749,0.96251,0.95902,0.96911,0.94884,0.22386,0.27282,0.7019,0.000481144,0.000481144,0.000481144
69,2565.23,0.34298,0.33048,0.94327,0.94879,0.9697,0.97235,0.95205,0.22089,0.26892,0.69572,0.000466997,0.000466997,0.000466997
70,2646.84,0.35649,0.35389,0.93552,0.95757,0.95813,0.97372,0.95413,0.2229,0.27425,0.69021,0.00045285,0.00045285,0.00045285
71,2934.56,0.35369,0.32865,0.93007,0.9467,0.96615,0.97095,0.94873,0.21922,0.28692,0.69493,0.000438703,0.000438703,0.000438703
72,3117.38,0.34553,0.32114,0.92627,0.9529,0.96882,0.9694,0.95093,0.22154,0.27197,0.69428,0.000424556,0.000424556,0.000424556
73,3745.56,0.35866,0.36629,0.93703,0.96463,0.95758,0.97211,0.95366,0.23955,0.25983,0.70084,0.000410409,0.000410409,0.000410409
74,4870.14,0.35565,0.35857,0.94273,0.95713,0.96291,0.96642,0.94604,0.22317,0.27841,0.69237,0.000396262,0.000396262,0.000396262
75,5066.01,0.34808,0.31737,0.93928,0.96038,0.94366,0.97397,0.95435,0.21228,0.26768,0.68548,0.000382115,0.000382115,0.000382115
76,5152.17,0.34813,0.32675,0.93564,0.96372,0.95399,0.96828,0.94645,0.20015,0.25167,0.68201,0.000367967,0.000367967,0.000367967
77,5239.64,0.33888,0.31554,0.93068,0.96583,0.94651,0.95872,0.94344,0.19213,0.25657,0.67763,0.00035382,0.00035382,0.00035382
78,5324.06,0.32866,0.33852,0.93217,0.95891,0.95151,0.9689,0.95158,0.18903,0.24876,0.67952,0.000339673,0.000339673,0.000339673
79,5406.53,0.36457,0.3611,0.94252,0.9584,0.96265,0.97198,0.95449,0.19842,0.24538,0.68775,0.000325526,0.000325526,0.000325526
80,5488.32,0.34426,0.32616,0.9423,0.95952,0.96254,0.9774,0.95621,0.21405,0.24729,0.69576,0.000311379,0.000311379,0.000311379
81,5570.44,0.36586,0.33623,0.94238,0.95425,0.96533,0.97567,0.95188,0.23468,0.26318,0.70291,0.000297232,0.000297232,0.000297232
82,5653.54,0.36451,0.36897,0.92932,0.95837,0.95853,0.97053,0.95171,0.2096,0.27045,0.69733,0.000283085,0.000283085,0.000283085
83,5735.63,0.35232,0.32689,0.93915,0.95643,0.96425,0.97009,0.95233,0.19334,0.25196,0.68958,0.000268938,0.000268938,0.000268938
84,5817.73,0.32926,0.31246,0.93468,0.96001,0.96352,0.97245,0.95758,0.18654,0.24957,0.68823,0.000254791,0.000254791,0.000254791
85,5900.05,0.32428,0.32104,0.93426,0.95993,0.9583,0.97599,0.96013,0.19639,0.24615,0.69275,0.000240644,0.000240644,0.000240644
86,5984.74,0.33637,0.33041,0.92809,0.95592,0.95746,0.98032,0.96116,0.18939,0.24217,0.68454,0.000226497,0.000226497,0.000226497
87,6068.58,0.33257,0.31839,0.93334,0.96127,0.96466,0.98142,0.95876,0.19384,0.23626,0.6871,0.000212349,0.000212349,0.000212349
88,6152.17,0.33238,0.30509,0.93857,0.9598,0.96352,0.97886,0.95855,0.19827,0.24399,0.69474,0.000198202,0.000198202,0.000198202
89,6234.72,0.33142,0.33236,0.9358,0.9616,0.96229,0.97724,0.95621,0.19024,0.24071,0.68923,0.000184055,0.000184055,0.000184055
90,6317.13,0.33132,0.29757,0.9208,0.96046,0.96418,0.97587,0.95519,0.1902,0.24174,0.69345,0.000169908,0.000169908,0.000169908
91,6397.87,0.2895,0.36306,0.93834,0.96016,0.96475,0.97991,0.9569,0.18972,0.24105,0.68629,0.000155761,0.000155761,0.000155761
92,6486.21,0.21608,0.24897,0.87719,0.95943,0.97416,0.97689,0.96197,0.19449,0.2505,0.68859,0.000141614,0.000141614,0.000141614
93,6656.73,0.21883,0.33672,0.86669,0.97536,0.96568,0.97746,0.95916,0.20604,0.2533,0.69388,0.000127467,0.000127467,0.000127467
94,6759.48,0.21689,0.21088,0.87424,0.97028,0.96596,0.97704,0.9565,0.19755,0.24775,0.68814,0.00011332,0.00011332,0.00011332
95,6865.18,0.20534,0.28186,0.85517,0.96846,0.96614,0.97693,0.95895,0.1948,0.24953,0.68874,9.91726e-05,9.91726e-05,9.91726e-05
96,6969.91,0.19664,0.20281,0.85293,0.9668,0.96431,0.97764,0.96092,0.1919,0.25302,0.68282,8.50255e-05,8.50255e-05,8.50255e-05
97,7075.03,0.2015,0.28136,0.8569,0.96106,0.96421,0.98198,0.9608,0.18891,0.25438,0.68627,7.08784e-05,7.08784e-05,7.08784e-05
98,7180.96,0.1959,0.33796,0.87123,0.96704,0.9586,0.98217,0.9596,0.18657,0.2559,0.68638,5.67313e-05,5.67313e-05,5.67313e-05
99,7284.91,0.18978,0.22095,0.86516,0.96706,0.96408,0.98183,0.95942,0.18557,0.25455,0.68533,4.25842e-05,4.25842e-05,4.25842e-05
100,7391.93,0.18343,0.31499,0.86802,0.97292,0.96389,0.98244,0.96024,0.18193,0.24975,0.68649,2.84371e-05,2.84371e-05,2.84371e-05
